id,name,distance,mass,radius
80,2MASS J07522390+1612157,60,0.064911984,0.20655362999999996
81,DENIS J081730.0-615520,16.1,0.042001872,0.09659721999999998
82,DENIS J082303.1−491201A,67,0.042001872,
83,DENIS J082303.1−491201B,67,0.026728464,
84,2MASS J08251968+2115521 [de],35,0.049638576000000004,0.10070773999999999
85,SDSSp J083008.12+482847.4 [de],43,0.045820224,0.10173536999999999
86,LHS 2021,55,0.084003744,0.11817744999999999
87,SDSS J083048.80+012831.1 [de],77,0.043911048,0.09865247999999999
88,2MASSI J0835425-081923 [de],23.53,0.059184456,0.102763
89,2MASSI J0847287-153237 [de],43,0.061093632,0.102763
90,2MASS J08533619-0329321,27.6,0.073503276,0.10995641
91,2MASSI J0859254-194926 [de],50,0.0477294,0.10070773999999999
92,2MASSW J0920122+351742 [de],95,,
93,2MASSI J0937347+293142,20.0,0.040092696000000004,0.09659721999999998
94,2MASS 0939−2448,17.4,0.030546816,0.09762484999999999
95,2MASS J09490860-1545485 [de],59,0.046774812,0.09865247999999999
96,2MASS J10073369-4555147,46,0.042001872,0.09659721999999998
97,2MASSI J1010148-040649 [de],55,0.048683988000000004,0.10070773999999999
98,2MASSI J1017075+130839 [de],108,,
99,SDSS J102109.69-030420.1,95,,
100,2MASS J10224821+5825453 [de],60,0.025773876,0.14489582999999998
101,2MASSW J1036530-344138 [de],53,0.046774812,0.09968010999999999
102,2MASS J1047538+212423 [de],34.4,0.040092696000000004,0.09659721999999998
103,Luhman 16B,6.516,0.041047284,0.10481826
104,Luhman 16A,6.516,0.03818352,0.10379063
105,DENIS-P J1058.7−1548,49,0.061093632,0.102763
106,TWA 28,180,0.034365168,0.24560357
107,Cha 110913-773444,163,0.007636704,0.18497339999999998
108,OTS 44,554,0.014318820000000001,
109,SDSS J111010.01+011613.1,63,0.008591292,0.12742612
110,2MASS J11145133−2618235,18.2,0.031501404000000004,0.09865247999999999
111,TWA 26,137,0.028637640000000002,0.2260786
112,2MASSW J1146345+223053,89,,
113,2MASS J11544223-3400390 [de],129,0.035319756,0.1541445
114,2MASSW J1155395-372735 [de],31,0.061093632,0.102763
115,TWA 27A,,,
116,TWA 27B,,,
117,2MASS J12074836-3900043,217,0.016227996,0.17572473
118,2MASSI J1217110-031113 [de],36,0.040092696000000004,0.09659721999999998
119,2MASS J12255432-2739466,43,,
120,DENIS-P J1228.2-1547,66,,
121,2M 1237+6526,45.6,0.039138108,0.09659721999999998
122,2MASSW J1239272+551537 [de],119,,
123,TWA 29,262,0.0238647,0.205526
124,SDSSp J125453.90-012247.4 [de],38,0.044865636,0.10070773999999999
125,Kelu-1A,61,0.060139044,0.10070773999999999
126,Kelu-1B,61,0.055366104,0.10070773999999999
127,2MASS J13204427+0409045,101,0.063957396,0.10379063
128,SDSSp J132629.82-003831.5 [de],65,0.048683988000000004,0.09968010999999999
129,SDSSp J134646.45-003150.4 [de],48,0.042001872,0.09659721999999998
130,2MASS J13595510-4034582,51,0.060139044,0.102763
131,ULAS J141623.94+134836.3,29.7,0.030546816,0.09865247999999999
132,SDSS J141659.78+500626.4 [de],149,0.056320692,0.10173536999999999
133,DENIS-P J142527.97-365023.4 [de],38,0.020046348000000002,0.13564716
134,LHS 2924,38.5,0.072548688,0.10892878
135,2MASS J14392837+1929150,47,0.068730336,0.10584589
136,LSPM J1440+1339,72,0.087822096,0.12228796999999998
137,2MASS J14482563+1031590 [de],47,0.056320692,0.10173536999999999
138,CFBDSIR 1458+10A,104,0.0105959268,0.1541445
139,CFBDSIR 1458+10B,104,0.008591292,0.13359189999999999
140,TVLM 513-46546,35.1,0.07159410000000001,0.10790115
141,2MASS 1503+2525,20.7,0.042001872,0.09659721999999998
142,CFBDS J150411+102717,71,0.042001872,0.09659721999999998
143,2MASSW J1506544+132106 [de],46,0.065866572,0.10481826
144,2MASS 1507−1627,23.9,0.057275280000000005,0.10173536999999999
145,TVLM 868-110639,53,0.075412452,0.11098404
146,SDSS J151114.66+060742.9 [de],89,,
147,2MASSW J1515008+484742 [de],34,0.054411516,0.10173536999999999
148,2MASSI J1526140+204341 [de],67,0.051547752,0.10070773999999999
149,DENIS-P J153941.96-052042.4 [de],51,0.060139044,0.102763
150,2MASS J15462718-3325111 [de],37,0.042001872,0.09659721999999998
151,2MASSW J1552591+294849 [de],68,0.028637640000000002,0.14695108999999998
152,2MASSW J1555157-095605 [de],44,0.067775748,0.10584589
153,2MASS J16150413+1340079 [de],48,0.040092696000000004,0.09659721999999998
154,SDSSp J162414.37+002915.6 [de],36,0.041047284,0.09659721999999998
155,2MASS J16262034+3925190 [de],110,0.067775748,0.10584589
156,2MASSW J1632291+190441 [de],50,0.046774812,0.09968010999999999
157,WISEPA J164715.59+563208.2,28,0.039138108,0.09659721999999998
158,LSPM J1658+7027 [de],60,0.069684924,0.10687352
159,2MASSI J1726000+153819,114,0.022910112,0.14386819999999997
160,2MASSW J1728114+394859,79,,
161,SDSSp J175032.96+175903.9,90,0.044865636,0.09968010999999999
162,2MASS J18283572-4849046,39,0.04295646,0.09762484999999999
163,LSR J1835+3259,18.5,0.073503276,0.10995641
164,2MASSW J1841086+311727,138,0.063957396,0.10379063
165,2MASS J18432213+4040209,46,0.091640448,0.12537086
166,2MASS J20004841-7523070,105,0.0238647,0.19319443999999997
167,SDSS J204749.61-071818.3,65,0.043911048,0.09865247999999999
168,2MASSI J2057540-025230,47,0.06682116,0.10481826
169,2MASSW J2101154+175658,108,,
170,2MASSI J2104149-103736,62,0.065866572,0.10481826
171,PSO J318.5−22,80,0.0062048220000000005,0.15722739
172,HB 2124-4228,113,0.089731272,0.12434322999999999
173,2MASS J21392676+0220226,32.1,0.043911048,0.09865247999999999
174,2MASS J21481628+4003593,26.3,0.05250234,0.10173536999999999
175,2MASS J14112131-2119503,,,
176,2MASSW J2206450-421721,93,0.021000936,0.13667479
177,2MASSW J2208136+292121,154,0.025773876,0.14489582999999998
178,2MASSW J2224438-015852,38,0.058229868000000004,0.10173536999999999
179,2MASS J22282889-4310262,35,0.040092696000000004,0.09659721999999998
180,2MASS J22373255+3922398,64,0.069684924,0.10687352
181,2MASSW J2244316+204343,56,0.011455056,0.13256426999999998
182,2MASS J23224684-3133231,56,0.022910112,0.14284056999999997
183,2MASS J23225299-6151275,148,0.016227996,0.16339317
184,2MASS J23515044-2537367,67,0.084003744,0.11920507999999998
185,2MASSI J2356547-155310,74,0.07636704,0.11201167000000001
186,WISE 0005+3737,23.2,,
187,WISE 0008-1739,87.1,,
188,WISE 0015-4615,48.6,,
189,WISE 0031-3840,71.8,,
190,WISE 0032-4946,62.9,,
191,WISE 0038+2758,36.9,,
192,WISE 0038+8405,101.8,,
193,WISE 0040+0900,47.6,,
194,WISE 0049+0441,62.6,,
195,WISE 0049+2151,24.1,,
196,WISE 0106+1518,142.9,,
197,WISE 0123+4142,67.2,,
198,WISE 0135+1715,77.3,,
199,WISE 0138-0322,57.7,,
200,WISE 0146+4234,20.5,,
201,WISE 0148-7202,30,,
202,WISE 0150+3827,61.3,,
203,WISE 0206+2640,58.4,,
204,WISE 0221+3842,73.1,,
205,WISE 0223-2932,47,,
206,WISE 0226-0211,91,,
207,WISE 0241-3653,53.8,,
208,WISE 0245-3450,56.1,,
209,WISE 0247+3725,57.1,,
210,WISE 0305+3954,75,,
211,WISE 0307+2904,82.8,,
212,WISE 0313+7807,28,,
213,WISE 0316+4307,106.3,,
214,WISE 0321-7347,84.8,,
215,WISE 0323-6025,45.3,,
216,WISE 0325-3854,51.2,,
217,WISE 0325+0831,36.5,,
218,WISE 0333-5856,54.8,,
219,WISE 0335+4310,45.7,,
220,WISE 0336-0143,55.4,,
221,WISE 0350-5658,17.7,,
222,WISE 0359-5401,19.2,,
223,WISE 0410+1502,20,0.005727528,0.12023270999999998
224,WISE 0410+1411,85.8,,
225,WISE 0413-4750,66.2,,
226,WISE 0448-1935,69.8,,
227,WISE 0458+6434A,35.9,0.014318820000000001,0.4316046
228,WISE 0458+6434B,35.9,0.00954588,0.39049939999999994
229,WISE 0500-1223,47,,
230,WISE 0513+0608,44.7,,
231,WISE 0525+6739,98.2,,
232,WISE 0528-3308,57.4,,
233,WISE 0535-7500,47,,
234,WISE 0539-1034,84.8,,
235,WISE 0542-1628,50.6,,
236,WISE 0607+2429,25.4,,
237,WISE 0611-0410,57.7,,
238,WISE 0612-4920,95.2,,
239,WISE 0612-3036,64.9,,
240,WISE 0614+3912,50.2,,
241,WISE 0614+0951,51.5,,
242,WISE 0623-0456,37.5,,
243,WISE 0625+5646,67.2,,
244,WISE 0627-1114,37.2,,
245,WISE 0647-6232,28,,
246,WISE 0656+4205,54.1,,
247,WISE 0713-2917,23.2,,
248,WISE 0723+3403,45.7,,
249,WISE 0733+7544,78.3,,
250,WISE 0734-7157,34.9,,
251,WISE 0744+5628,47.3,,
252,WISE 0750+2725,51.5,,
253,WISE 0751-7634,39.1,,
254,WISE 0759-4904,38.8,,
255,WISE 0811-8051,32,,
256,WISE 0812+4021,63.6,,
257,WISE 0819-0335,46,,
258,WISE 0821+1443,68.2,,
259,WISE 0836-1859,72.4,,
260,WISE 0857+5604,42.1,,
261,WISE 0906+4735,51.5,,
262,WISE 0929+0409,64.9,,
263,WISE 0952+1955,72.1,,
264,WISE 1018-2445,47.6,,
265,WISE 1019+6529,56.8,,
266,WISE 1039-1600,47.3,,
267,WISE 1042-3842,53.2,,
268,WISE 1051-2138,40.8,,
269,WISE 1122+2550,57.7,,
270,WISE 1124-0421,50.6,,
271,WISE 1147-2040,102,,
272,WISE 1150+6302,32.9,,
273,WISE 1217+1626A,34.2,0.011455056,
274,WISE 1217+1626B,34.2,0.005727528,
275,WISE 1225-1013,55.4,,
276,WISE 1311+0122,44.4,,
277,WISE 1311+3629,86.1,,
278,WISE 1318-1758,32.9,,
279,WISE 1320+6034,56.1,,
280,WISE 1322-2340,33.9,,
281,WISE 1348+6603,91,,
282,WISE 1405+5534,25.3,0.028637640000000002,0.08837618
283,WISE 1433-0837,84.8,,
284,WISE 1436-1814,60,,
285,WISE 1457+5815,52.2,,
286,WISE 1506+7027,11.1,,
287,WISE 1517+0529,72.4,,
288,WISE 1519+7009,50.9,,
289,WISE 1523+3125,84.5,,
290,WISE 1541-2250,20,,
291,WISE 1542+2230,41.1,,
292,WISE 1612-3420,55.4,,
293,WISE 1614+1739,32.6,,
294,WISE 1617+1807,50.2,,
295,WISE 1622-0959,52.2,,
296,WISE 1627+3255,50.2,,
297,WISE 1639-6847,16.3,,
298,WISE 1647+5632,28,,
299,WISE 1653+4444,39.5,,
300,WISE 1711+3500,60.3,,
301,WISE 1717+6129,72.7,,
302,WISE 1721+1117,62.3,,
303,WISE 1728+5716,97.8,,
304,WISE 1738+2732,20,,
305,WISE 1741+2553,18.9,,
306,WISE 1746-0338,83.8,,
307,WISE 1800+0134,28.7,0.054411516,
308,WISE 1804+3117,30,,
309,WISE 1809+3838,74.4,,
310,WISE 1812+2721,47,,
311,WISE 1828+2650,36,,
312,WISE 1830+4542,107,,
313,WISE 1841+7000,131.1,,
314,WISE 1852+3537,55.4,,
315,WISE 1906+4508,51.5,,
316,WISE 1928+2356,22.8,,
317,WISE 1952+7240,44.4,,
318,WISE 1959-3338,37.2,,
319,WISE 2030+0749,34.2,,
320,WISE 2014+0424,96.2,,
321,WISE 2015+6646,50.6,,
322,WISE 2018-7423,47.9,,
323,WISE 2019-1148,42.4,,
324,WISE 2056+1459,24.5,,
325,WISE 2134-7137,42.7,,
326,WISE 2157+2659,61.6,,
327,WISE 2209-2734,46,,
328,WISE 2213+0911,58.7,,
329,WISE 2220-3628,26.4,,
330,WISE 2226+0440,45,,
331,WISE 2237-0614,53.5,,
332,WISE 2237+7228,46,,
333,WISE 2239+1617,59.7,,
334,WISE 2255-3118,44.7,,
335,WISE 2301+0216,60.7,,
336,WISE 2313-8037,35.9,,
337,WISE 2319-1844,52.2,,
338,WISE 2325-4105,37.5,,
339,WISE 2327-2730,70.8,,
340,WISE 2335+4222,90.3,,
341,WISE 2340-0745,37.8,,
342,WISE 2342+0856,51.2,,
343,WISE 2343-7418,48.6,,
344,WISE 2344+1034,46,,
345,WISE 2348-1028,54.1,,
346,WISE 2357+1227,54.8,,
347,WISE 2359-7335,42.7,,
348,WISEA 1101+5400,111,,
349,2M1510,120,,
350,,,,
